location,size,total_sqft,bath,price
Alipore,3 BHK,1751,2.0,115.0
Alipore,2 Bedroom,800,1.0,170.0
Alipore,2 BHK,1255,2.0,79.0
Alipore,3 BHK,1778,3.0,122.0
Alipore,2 BHK,1100,2.0,45.0
Alipore,2 BHK,1480,2.0,65.0
Alipore,2 BHK,1358,2.0,81.0
Ballygunge,1 BHK,580,1.0,27.0
Tangra,2 BHK,1197,2.0,63.0
Dum Dum,4 Bedroom,1200,2.0,170.0
Madhyamgram,3 BHK,1705,3.0,110.0
Madhyamgram,3 BHK,1310,2.0,37.83
Behala Chowrasta,2 BHK,1132,2.0,67.9
Madhyamgram,3 Bedroom,1200,3.0,140.0
Dum Dum,2 BHK,814,2.0,55.0
Biren Roy Road,3 BHK,1575,3.0,90.0
Madhyamgram,2 BHK,1302,2.0,66.0
Madhyamgram,6 Bedroom,1800,8.0,175.0
Madhyamgram,3 BHK,2006.8,4.0,196.0
Biren Roy Road West,2 BHK,1100,2.0,44.0
New Alipore,5 Bedroom,2400,5.0,400.0
Bhawanipur,2 BHK,830,2.0,37.0
Belghoria,1 RK,435,1.0,19.5
Belgachia,3 BHK,1590,3.0,120.0
Tangra,2 BHK,1140,2.0,33.06
Prafulla Kanan,2 BHK,1090,2.0,59.8
New Alipore,3 BHK,1922,3.0,106.0
Maniktala,2 BHK,965,2.0,67.0
Action Area III,2 BHK,883,2.0,40.95
Kaikhali,2 BHK,1062,2.0,42.47
Entally,2 BHK,888 - 1290,2.0,32.67
Lake Town,3 BHK,1358,2.0,43.1
Uttarpara Kotrung,2 BHK,1108,2.0,87.0
Madhyamgram,2 BHK,1197,2.0,79.0
Kaikhali,2 BHK,1190,2.0,50.0
Rajarhat,4 BHK,3754,6.0,430.0
Dum Dum,3 BHK,1749,3.0,117.0
Rajarhat,4 Bedroom,1750,3.0,215.0
Topsia,3 BHK,1691,3.0,104.0
Rajarhat,3 BHK,1449,3.0,100.0
Madhyamgram,3 BHK,1360 - 1890,,87.72
Garia,2 BHK,1400,2.0,80.0
Sodepur,3 BHK,1310,2.0,37.83
Picnic Garden,2 BHK,1100,2.0,48.0
Rajarhat,3 BHK,1230,2.0,53.51
Madhyamgram,3 BHK,1750,3.0,130.0
Sodepur,3 BHK,1450,3.0,100.0
Sodepur,3 BHK,1810,3.0,126.0
Madhyamgram,2 BHK,1246,2.0,62.3
Madhyamgram,3 BHK,1420,3.0,85.0
New Town,4 BHK,2658,5.0,187.0
Tangra,3 BHK,1450,2.0,89.6
New Town,4 BHK,1200,4.0,230.0
New Town,2 BHK,1367,2.0,62.0
Newtown AA III,3 BHK,2254,3.0,170.0
Tollygunge,2 BHK,1160,2.0,42.0
Garia,5 Bedroom,1200,4.0,185.0
Howrah,3 BHK,1711,3.0,75.0
Sonarpur,9 Bedroom,750,6.0,112.0
Sonarpur,2 BHK,1120,2.0,37.97
Adarshapally Surjaysen Nagar,2 BHK,950,2.0,47.0
Jodhpur Gardens,2 BHK,1560,2.0,145.0
Dhakuria Station Road,14 BHK,1250,15.0,125.0
Anandapur,2 BHK,1225,2.0,60.0
Biren Roy Road,3 Bedroom,1200,2.0,66.0
Narendrapur,2 BHK,1340,2.0,77.0
Garia,3 BHK,1846,3.0,145.0
Narendrapur,2 BHK,1155,2.0,46.0
Dum Dum,2 BHK,1205,2.0,70.0
Howrah,2 BHK,1140,2.0,36.0
Narendrapur,2 BHK,1140,2.0,38.65
Narendrapur,3 BHK,1300,2.0,63.0
Narendrapur,2 BHK,1051,2.0,60.0
Narendrapur,2 BHK,1134,2.0,45.36
Narendrapur,3 BHK,2500,4.0,260.0
Narendrapur,8 Bedroom,12000,9.0,1900.0
Narendrapur,2 BHK,1135,2.0,32.91
Howrah,3 BHK,1745,3.0,77.0
Howrah,5 Bedroom,500,5.0,92.0
Howrah,3 BHK,1665,3.0,105.0
Howrah,2 BHK,1220,2.0,48.79
Howrah,3 BHK,1868,3.0,113.0
Howrah,3 Bedroom,640,3.0,45.0
Narendrapur,4 Bedroom,2300,4.0,200.0
Narendrapur,2 BHK,1210,2.0,76.0
Narendrapur,2 BHK,1351,2.0,77.0
Narendrapur,3 BHK,1636,3.0,119.0
Narendrapur,5 Bedroom,2400,6.0,450.0
Narendrapur,2 BHK,1464,2.0,56.0
Narendrapur,1 BHK,418,1.0,12.0
Narendrapur,2 BHK,1339,2.0,62.0
Narendrapur,3 BHK,2370,4.0,195.0
Howrah,3 BHK,1530,2.0,74.5
Howrah,2 BHK,1100,2.0,46.0
Howrah,3 BHK,1350,3.0,58.0
Howrah,2 BHK,1290,2.0,52.0
Howrah,3 BHK,1220,2.0,35.23
Howrah,3 BHK,1846,3.0,155.0
Howrah,3 BHK,1847,3.0,135.0
shalimar,4 Bedroom,3100,4.0,350.0
Ramchandrapur,2 BHK,1430,2.0,110.0
New Town,2 BHK,935,2.0,45.0
Behala Chowrasta,3 Bedroom,1350,3.0,85.0
Madhyamgram,3 Bedroom,540,3.0,60.0
Biren Roy Road,3 BHK,1590,3.0,96.5
New Town,3 BHK,1286,3.0,67.0
New Town,2 BHK,1141,2.0,40.0
Rajarhat,2 BHK,1554,3.0,130.0
Rajarhat,3 BHK,3520,3.0,430.0
Rajarhat,5 BHK,7500,7.0,1700.0
Rajarhat,3 BHK,1749,3.0,112.0
Rajarhat,5 Bedroom,2250,5.0,360.0
Rajarhat,2 BHK,1140,2.0,45.0
Rajarhat,4 Bedroom,1632,3.0,128.0
Rajarhat,3 BHK,1000,2.0,41.0
Rajarhat,2 BHK,1065,2.0,58.0
Rajarhat,3 BHK,1520,2.0,96.0
Rajarhat,3 BHK,1075,2.0,43.0
Rajarhat,7 BHK,5,7.0,115.0
Rajarhat,3 BHK,1539,2.0,52.36
Rajarhat,2 BHK,1342,2.0,115.0
Sonarpur,2 BHK,1004,2.0,49.0
Sonarpur,2 BHK,1295,2.0,95.0
Sonarpur,2 BHK,1098,2.0,74.0
Sonarpur,2 BHK,1070,2.0,45.5
Sonarpur,2 BHK,1016,2.0,40.0
Sonarpur,3 BHK,1450,3.0,68.0
Sonarpur,1 BHK,654,1.0,37.0
Sonarpur,4 BHK,5985,4.0,775.0
Sonarpur,2 BHK,1080,2.0,38.0
Sonarpur,2 BHK,1046,2.0,75.0
Sonarpur,3 BHK,1950,3.0,165.0
Sonarpur,3 BHK,1610,3.0,84.53
Tangra,3 BHK,2493,3.0,115.0
Tangra,2 BHK,1151,2.0,50.5
Airport Area,2 BHK,1125,2.0,58.0
N S C Bose Road Narendrapur,2 BHK,992,2.0,25.79
Madhyamgram,2 BHK,1000,3.0,60.0
Madhyamgram,5 Bedroom,2400,3.0,510.0
New Alipore,3 BHK,1850,3.0,90.0
birati,2 BHK,1174,2.0,75.0
New Town,3 BHK,2466 - 2856,,226.5
Garia,2 BHK,1100,2.0,45.0
N S C Bose Road Narendrapur,2 BHK,1095,2.0,38.33
N S C Bose Road  Narendrapur,3 BHK,3580,3.0,411.0
Howrah,3 Bedroom,900,4.0,155.0
New Town,3 BHK,1082,2.0,42.0
New Town,3 BHK,1350,2.0,47.24
N S C Bose Road  Narendrapur,2 BHK,1314,2.0,78.0
New Town,2 BHK,1290,2.0,40.63
Narendrapur,2 BHK,1010,2.0,55.0
Madhyamgram,2 Bedroom,2200,2.0,110.0
Tangra,3 BHK,1636,3.0,97.0
Prince Anwar Shah Connector,2 BHK,1050,2.0,39.0
Bramhapur,2 Bedroom,1200,2.0,200.0
Naktala Road,3 BHK,1520,2.0,125.0
Madurdaha Hussainpur,5 BHK,2500,5.0,110.0
Bramhapur,2 BHK,1067,2.0,60.0
boral main road,2 BHK,1060,2.0,35.0
Elgin,2 BHK,955,2.0,35.28
Patuli,2 BHK,1418,2.0,104.0
Ballygunge,9 Bedroom,1200,8.0,225.0
Jatin Das Road,2 BHK,700,1.0,19.4
Ballygunge,2 BHK,1366,2.0,83.0
Anil Maitra Road,2 BHK,1090,2.0,35.03
Jatin Das Road,3 BHK,1250,3.0,58.0
Naktala Road,4 BHK,3600,4.0,450.0
Rajarhat,2 BHK,950,2.0,33.0
Anandapur,2 BHK,1470,2.0,170.0
New Town,2 BHK,1250,2.0,40.0
Rajarhat,4 Bedroom,800,4.0,180.0
Rajarhat,3 BHK,1494,2.0,94.55
Madhyamgram,3 BHK,1445,2.0,105.0
Madhyamgram,3 BHK,1397,3.0,105.0
Jessore Road,1 BHK,606,1.0,40.0
Rajpur,2 BHK,861,2.0,34.5
Bansdroni,2 BHK,1170,2.0,40.0
Behala,4 BHK,2461,6.0,353.0
Bansdroni,2 BHK,1205,2.0,75.0
Tollygunge,8 Bedroom,1224,4.0,200.0
Action Area III,1 BHK,660,1.0,75.0
Howrah,2 BHK,1153,2.0,43.5
Howrah,5 Bedroom,2400,5.0,275.0
Haltu,5 BHK,4500,7.0,294.0
Rajpur Sonarpur,2 BHK,1200,2.0,62.0
Kamarhati on BT Road,3 BHK,1450,3.0,42.0
Biren Roy Road,2 BHK,1139,2.0,60.0
Dum Dum,3 BHK,1530,3.0,105.0
Garia,6 Bedroom,825,6.0,400.0
Garia,3 BHK,1575,3.0,101.0
Howrah,1 BHK,650,1.0,25.0
Madhyamgram,2 BHK,1120,2.0,40.0
Madhyamgram,3 BHK,1700,3.0,80.0
Rajarhat,2 BHK,1090,2.0,48.0
Tangra,3 BHK,1897,4.0,93.0
Kankurgachi,3 Bedroom,1200,3.0,72.0
Mahamayatala,2 BHK,700,2.0,40.0
Entally,2 BHK,1437,2.0,71.13
Garia,3 BHK,1856,3.0,120.0
Howrah,3 Bedroom,1500,2.0,65.0
Prince Anwar Shah Rd,2 BHK,1036,2.0,59.45
Topsia,6 BHK,3000,8.0,90.0
Alipore,2 BHK,1125,2.0,40.0
Alipore,3 BHK,1320,2.0,55.44
Alipore,3 BHK,2215,4.0,310.0
Alipore,2 BHK,660,1.0,16.0
Alipore,3 BHK,1730,3.0,110.0
Alipore,4 Bedroom,750,4.0,85.0
Alipore,3 BHK,1804,3.0,115.0
Alipore,3 BHK,1795,3.0,140.0
Alipore,2 BHK,1050,2.0,50.0
Alipore,3 BHK,2100,3.0,120.0
Alipore,3 BHK,1199,2.0,48.5
Alipore,3 Bedroom,1350,2.0,280.0
Alipore,2 BHK,1100,2.0,47.0
Alipore,2 Bedroom,1000,1.0,75.0
Alipore,3 BHK,1254,2.0,70.0
Alipore,8 Bedroom,600,8.0,70.0
Alipore,2 BHK,940,2.0,49.0
Alipore,2 BHK,1280,2.0,80.0
Alipore,4 BHK,2155,3.0,125.0
Alipore,5 Bedroom,3200,5.0,140.0
Alipore,4 BHK,4260,4.0,272.0
Alipore,3 BHK,1255,2.0,95.0
Alipore,3 BHK,1388,3.0,69.99
Alipore,1 RK,905,1.0,52.0
Alipore,2 BHK,1176,2.0,44.0
Alipore,3 BHK,1390,2.0,61.16
Alipore,4 Bedroom,2400,4.0,400.0
Alipore,2 BHK,1160,2.0,55.0
Alipore,4 BHK,2800,4.0,140.0
Alipore,4 Bedroom,1200,4.0,205.0
Alipore,3 BHK,1583,3.0,115.0
Alipore,3 BHK,1252,3.0,63.0
Alipore,2 BHK,1170,2.0,86.0
Alipore,3 BHK,1350,2.0,51.0
Alipore,2 BHK,1075,2.0,30.0
Alipore,2 BHK,972,2.0,40.0
Alipore,3 BHK,1486,3.0,83.22
Alipore,2 Bedroom,555,1.0,37.0
Alipore,4 Bedroom,4830,5.0,390.0
Alipore,2 BHK,850,2.0,75.0
Alipore,3 BHK,1282,3.0,178.0
Alipore,4 BHK,2790,4.0,198.0
Alipore,4 BHK,2383,5.0,215.0
Alipore,2 BHK,1103,2.0,55.0
Alipore,3 BHK,1577,3.0,67.0
Alipore,3 BHK,1465,3.0,80.01
Alipore,3 BHK,1600,3.0,64.0
Alipore,2 BHK,1090,2.0,45.0
Alipore,3 BHK,1721,3.0,80.86
Bramhapur,2 BHK,1100,2.0,55.0
Ward No 113,3 BHK,1450,3.0,71.0
Tollygunge,2 BHK,1071,2.0,62.0
Tollygunge,3 BHK,2266,3.0,169.0
Netaji Nagar,3 BHK,2065,3.0,130.0
Tollygunge,3 BHK,1800,3.0,90.0
New Alipore,2 BHK,1150,2.0,125.0
Narendrapur,8 Bedroom,1200,8.0,220.0
Maniktala,2 BHK,1123,2.0,56.0
birati,3 BHK,1884,3.0,98.0
Narendrapur,7 Bedroom,930,4.0,85.0
Narendrapur,2 BHK,1145,2.0,75.0
Garia,3 BHK,1328,2.0,60.0
Ward No 113,2 BHK,950,2.0,55.0
Tangra,2 BHK,1250,2.0,59.0
Tangra,2 BHK,1115,2.0,46.0
Tangra,3 BHK,1318,3.0,54.0
Ballygunge,3 BHK,3300,4.0,160.0
Rash Behari Avenue Connector,2 BHK,1280,2.0,48.0
Rajpur Sonarpur,2 BHK,1230,2.0,59.0
Madhyamgram,3 BHK,1420,2.0,60.0
Narendrapur,3 Bedroom,2111,4.0,120.0
Narendrapur,2 BHK,1100,2.0,54.0
Picnic Garden,3 BHK,1750,3.0,136.0
Narendrapur,3 BHK,2550,4.0,290.0
Tangra,2 BHK,700,1.0,35.0
Tangra,2 BHK,1050,2.0,42.0
Picnic Garden,2 BHK,1235,2.0,90.0
New Alipore,2 Bedroom,1200,2.0,63.0
Uttarpara Kotrung,2 BHK,900,2.0,30.0
New Alipore,2 BHK,1146,2.0,38.0
Jessore Road,4 Bedroom,1200,4.0,110.0
Garia,1 BHK,2400,1.0,200.0
Rajarhat,6 Bedroom,1200,5.0,108.0
New Alipore,1 BHK,615,1.0,24.0
Konnagar,2 BHK,1070,2.0,49.65
Howrah,5 Bedroom,1538,5.0,300.0
Dum Dum,3 BHK,1355,2.0,58.25
Konnagar,4 BHK,3080,2.0,285.0
New Alipore,3 BHK,1800,3.0,80.0
Picnic Garden,3 BHK,1400,2.0,50.06
Mission Pally,2 BHK,1123,2.0,48.0
Konnagar,4 Bedroom,1200,2.0,130.0
Tagore Park Road,2 BHK,787,2.0,31.0
Bramhapur,3 BHK,1082,2.0,45.0
Konnagar,2 BHK,1096,2.0,41.0
Konnagar,7 Bedroom,1200,7.0,140.0
Konnagar,3 Bedroom,1140,3.0,130.0
Narendrapur,2 BHK,1130,2.0,52.0
Narendrapur,1 BHK,550,1.0,12.0
New Alipore,2 BHK,1058,2.0,85.0
Picnic Garden,3 BHK,1269,2.0,73.0
Rajarhat,3 Bedroom,946,3.0,140.0
Dum Dum,4 BHK,3400,6.0,420.0
Tangra,4 BHK,2689,6.0,245.0
Madurdaha Near Ruby Hospital On EM Bypass,3 BHK,1976,3.0,65.21
Madhyamgram,3 BHK,1820,3.0,77.0
Konnagar,3 BHK,1329,2.0,56.0
Mission Palli Road,3 BHK,1350,2.0,80.99
Narendrapur,4 Bedroom,1250,3.0,175.0
Konnagar,2 BHK,1205,2.0,40.0
Dumdum Italgacha,6 Bedroom,800,6.0,98.0
Howrah,2 BHK,1339,2.0,71.5
Howrah,2 BHK,938,2.0,35.0
New Town,1 BHK,450,1.0,25.0
Tangra,2 BHK,1100,2.0,70.0
Tangra,4 Bedroom,600,3.0,95.0
Rajpur,2 BHK,1060,2.0,40.0
Rajarhat,2 BHK,1125,2.0,40.0
New Town,1 BHK,810,1.0,21.0
New Town,2 BHK,1060,2.0,65.0
Joka,4 Bedroom,1749,4.0,90.0
Narendrapur,3 BHK,1200,2.0,75.0
Howrah,2 BHK,1100,2.0,85.0
Howrah,1 BHK,660 - 700,1.0,32.64
Kasba,4 Bedroom,720,4.0,48.0
Bhawanipur,5 Bedroom,6613,7.0,950.0
Bansdroni,3 BHK,1925,3.0,110.0
International Airport,1 BHK,502,1.0,25.0
Dhakuria Station Road,3 Bedroom,3339,3.0,250.0
Cossipore,3 BHK,1475,2.0,74.0
Cossipore,3 BHK,1550,3.0,258.0
Atabagan,2 BHK,966,2.0,49.0
Bansdroni Metro Station Road,6 Bedroom,1350,6.0,160.0
Narendrapur,2 BHK,1300,2.0,75.0
Gariahat,5 Bedroom,4400,4.0,350.0
Elgin,3 BHK,1559,3.0,120.0
Mukundapur,2 BHK,1246,2.0,63.0
Mission Palli Road,3 Bedroom,2790,3.0,950.0
Konnagar,3 BHK,1410,2.0,53.58
Rajpur,4 Bedroom,1300,3.0,75.0
Bansdroni,2 BHK,1339,2.0,58.0
Tangra,4 Bedroom,900,4.0,75.0
Uttarpara Kotrung,2 BHK,1104,2.0,35.5
Kaikhali,2 BHK,900,2.0,45.0
New Alipore,3 BHK,1550,2.0,79.0
Narendrapur,1 BHK,670,1.0,35.0
Rajarhat,2 BHK,1483,2.0,98.0
New Town,3 BHK,1540,2.0,70.0
Rajarhat,8 Bedroom,1200,7.0,100.0
Madhyamgram,2 BHK,1255,2.0,54.5
New Alipore,3 Bedroom,600,3.0,100.0
International Airport,2 BHK,1036,2.0,110.0
Baranagar,3 BHK,1460,2.0,75.0
Rajarhat,2 BHK,1230,2.0,58.0
Baranagar,2 BHK,1340,2.0,60.0
Baranagar,3 BHK,1600,3.0,61.37
Baranagar,3 BHK,2162,3.0,200.0
Rajarhat,2 BHK,919,2.0,40.0
Howrah,2 BHK,1070,2.0,38.9
Joka,3 BHK,1733,2.0,85.0
Joka,3 BHK,1221,3.0,72.0
Rajarhat,2 BHK,1041,2.0,36.44
Madhyamgram,4 BHK,2550,4.0,149.0
Madhyamgram,3 BHK,1400,3.0,70.0
Madhyamgram,1 Bedroom,600,2.0,55.0
N S C Bose Road  Narendrapur,1 BHK,710,2.0,40.0
Keshtopur,3 BHK,1500,2.0,78.25
Garia,4 BHK,3122,6.0,237.0
New Town,3 BHK,2061,3.0,175.0
New Town,5 Bedroom,2400,5.0,325.0
New Town Rajarhat Action Area 3,3 BHK,1255,2.0,95.0
New Town Rajarhat,7 BHK,2425,7.0,140.0
Fartabad Road,2 BHK,1031,2.0,55.0
New Town AA 3,2 BHK,1210,2.0,74.0
New Town Rajarhat Action Area 3,2 BHK,950,2.0,40.0
N S C Bose Road Narendrapur,4 Bedroom,1376,4.0,156.0
New Town,2 BHK,1161,2.0,55.15
Konnagar,2 BHK,1303,2.0,44.17
Kaikhali,2 BHK,1418,2.0,105.0
Biren Roy Road,2 Bedroom,1200,2.0,65.0
Behala,3 BHK,1825,3.0,175.0
Behala,2 BHK,1015,2.0,48.0
Ballygunge,3 BHK,1150,2.0,60.0
E M Bypass,2 BHK,1010,2.0,40.0
Kasba,3 BHK,1508,3.0,75.0
Kasba,2 BHK,1275,2.0,87.0
Ballygunge,3 BHK,1460,3.0,70.0
Behala,2 BHK,946,2.0,58.0
Baguiati,2 BHK,1110,2.0,58.0
Tiljala,3 BHK,1832,3.0,125.0
Tiljala,2 BHK,1088,2.0,61.45
Tiljala,3 BHK,1564,3.0,104.0
Tiljala,2 BHK,1030,2.0,35.02
Konnagar,2 BHK,660,2.0,27.0
Konnagar,3 BHK,1700,3.0,95.0
Baguiati,4 Bedroom,1100,5.0,121.0
Tiljala,2 BHK,1205,2.0,62.9
Tiljala,3 BHK,1950,3.0,90.0
Tiljala,2 BHK,1080,2.0,62.0
Tiljala,4 BHK,2800,4.0,140.0
Konnagar,2 BHK,999,2.0,43.66
Konnagar,4 Bedroom,900,4.0,175.0
Konnagar,2 BHK,1300,2.0,89.76
Mankundu,2 BHK,1265,2.0,78.0
Mankundu,2 BHK,1200,2.0,42.0
Mankundu,4 BHK,1974,4.0,106.0
Howrah,2 BHK,1180,2.0,40.0
Howrah,3 BHK,1350,2.0,63.0
Behala,3 BHK,1560,2.0,65.0
Ballygunge,2 Bedroom,2800,2.0,650.0
Tollygunge,2 BHK,1085,2.0,41.23
Belghoria Expressway,3 BHK,1300,2.0,75.0
Belghoria Expressway,3 BHK,1600,3.0,56.0
Belghoria Expressway,2 BHK,1127,2.0,55.0
Belghoria Expressway,2 BHK,795,2.0,32.0
Mukundapur,3 BHK,1850,3.0,88.0
Madurdaha Hussainpur,2 BHK,1020,2.0,29.45
Madurdaha Near Ruby Hospital On EM Bypass,3 BHK,1475,2.0,200.0
Madurdaha Hussainpur,3 Bedroom,1200,3.0,96.25
Diamond Park,3 BHK,1345,2.0,47.0
Brahmapur Road,2 BHK,849,2.0,25.4
New Town,3 BHK,1706,3.0,135.0
Dhakuria,4 BHK,2100,4.0,180.0
Bhawanipur,3 BHK,1250,2.0,65.0
Alipore,3 BHK,1260,3.0,63.58
Nayabad,3 BHK,1265,2.0,65.0
Garia,3 BHK,1260,2.0,45.0
Mukundapur,2 BHK,1045,2.0,58.0
Rajarhat,4 BHK,3895,4.0,495.0
Tangra,1 RK,385 - 440,1.0,19.8
Tangra,2 BHK,1100,2.0,62.0
New Alipore,2 BHK,1113,2.0,50.0
Madhyamgram,4 BHK,2774,4.0,208.0
Dum Dum,2 BHK,1210,2.0,60.0
Sonarpur,1 BHK,700,1.0,30.84
Madhyamgram,2 BHK,1155,2.0,55.5
Madhyamgram,2 BHK,1132,2.0,89.0
Madhyamgram,2 BHK,1359,2.0,104.0
Madhyamgram,4 BHK,2631,3.0,200.0
Tangra,2 BHK,1145,2.0,56.0
Tangra,1 BHK,600,1.0,30.0
Madhyamgram,1 Bedroom,1200,1.0,125.0
Madhyamgram,2 BHK,830,2.0,60.0
New Town,2 BHK,1009,2.0,56.0
Tangra,3 BHK,1800,3.0,195.0
International Airport,2 BHK,1226,2.0,52.71
Garia,2 BHK,1500,2.0,88.0
Rajarhat,2 BHK,1363,2.0,79.0
Tollygunge,3 Bedroom,1400,2.0,240.0
Madhyamgram,2 BHK,1165,2.0,33.64
Madhyamgram,4 Bedroom,2792,4.0,220.0
Kamarhati on BT Road,1 Bedroom,700,1.0,59.0
Topsia Road,2 BHK,1060,2.0,42.0
E M Bypass,2 BHK,1200,2.0,67.0
New Town,3 BHK,1518,3.0,76.0
Jessore Road,3 BHK,1495,2.0,75.0
Biren Roy Road,2 BHK,1575,2.0,90.0
New Alipore,2 BHK,1440,2.0,170.0
Tollygunge,3 BHK,1545,3.0,69.0
Jessore Road,3 BHK,1470,3.0,50.0
Madhyamgram,3 BHK,1500,3.0,95.0
Madhyamgram,3 BHK,1450,2.0,81.0
Madhyamgram,2 BHK,1179,2.0,49.0
Madhyamgram,3 BHK,1650,3.0,110.0
New Alipore,3 BHK,1095,2.0,32.0
Howrah,2 BHK,856,2.0,48.0
Tangra,2 BHK,1143,2.0,62.0
Narendrapur,2 BHK,1349,2.0,97.8
Kaikhali,3 BHK,1280,2.0,45.0
Picnic Garden,1 BHK,480,1.0,60.0
Narendrapur,2 BHK,1216,2.0,69.06
Madhyamgram,3 BHK,2493,3.0,115.0
Dum Dum,2 BHK,1290,2.0,120.0
Dum Dum,5 Bedroom,1200,5.0,96.0
Tangra,2 BHK,1156,2.0,42.0
Picnic Garden,2 BHK,1230,2.0,44.0
Rajarhat,2 BHK,1070,2.0,33.15
Dum Dum,,2100 - 5405,,177.115
Tangra,2 BHK,1235,2.0,49.3
Howrah,2 BHK,1117,2.0,110.0
Rajarhat,3 BHK,1724,3.0,124.0
Garia,4 Bedroom,1200,4.0,90.0
Rajarhat,1 BHK,600,1.0,43.0
Rajarhat,3 BHK,1930,2.0,57.9
Konnagar,2 BHK,1216,2.0,75.0
Rajarhat,3 BHK,1452,3.0,60.0
Konnagar,2 BHK,1355,2.0,78.0
New Town,4 Bedroom,7500,4.0,425.0
Narendrapur,3 BHK,2145,3.0,190.0
Narendrapur,2 BHK,957,2.0,53.0
Garia,2 BHK,925,2.0,48.0
Baguiati,2 BHK,1550,2.0,59.0
Dum Dum,4 Bedroom,4000,2.0,899.0
Dum Dum,3 Bedroom,2100,3.0,140.0
Dum Dum,2 BHK,1115,2.0,61.0
Madhyamgram,3 BHK,1692,3.0,83.0
Rajarhat,2 BHK,1100,2.0,52.0
Howrah,3 BHK,1385,2.0,69.0
Howrah,1 BHK,760,1.0,24.9
Howrah,2 BHK,1335,2.0,67.0
Howrah,2 BHK,910,2.0,45.0
Howrah,3 BHK,1610,2.0,55.0
Howrah,2 BHK,1341,2.0,75.76
Howrah,3 Bedroom,1200,3.0,70.0
Howrah,3 BHK,1285,2.0,44.98
Howrah,3 BHK,2100,3.0,252.0
Howrah,3 BHK,1679,3.0,92.13
Howrah,4 Bedroom,2675,4.0,290.0
Howrah,2 BHK,1016,2.0,45.9
Howrah,4 Bedroom,1500,2.0,650.0
Howrah,3 Bedroom,660,2.0,100.0
Kaikhali,3 BHK,2448,3.0,400.0
Ultadanga,2 BHK,924,2.0,35.11
Kaikhali,1 BHK,500,1.0,31.0
Rajarhat,3 BHK,1800,3.0,88.0
Rajarhat,2 BHK,1255,2.0,77.0
Rajarhat,2 BHK,1040,2.0,50.0
New Town,2 BHK,1062,2.0,47.0
Dum Dum,2 BHK,770 - 841,2.0,19.33
New Town,2 BHK,950,2.0,60.0
Kaikhali,2 BHK,1216,2.0,73.0
Kaikhali,2 BHK,1300,2.0,98.0
Kaikhali,2 BHK,1390,2.0,65.0
Rajarhat,2 BHK,1033,2.0,52.58
Kaikhali,2 BHK,1390,2.0,65.31
New Town,2 BHK,1020,2.0,52.0
New Town,1 BHK,524 - 894,1.0,34.735
New Town,2 BHK,1140,2.0,45.0
Howrah,1 BHK,670,1.0,36.85
Tangra,4 BHK,2171,4.0,111.0
New Town,2 BHK,1136,2.0,48.0
Dum Dum,3 BHK,1477,2.0,80.0
Rajarhat,2 BHK,1001,2.0,30.0
New Town,2 BHK,1040,2.0,48.86
Lake Town,2 BHK,1060,2.0,48.5
Rajarhat,2 BHK,1240,2.0,44.3
Lake Town,4 BHK,3500,5.0,450.0
New Town,9 BHK,42000,8.0,175.0
New Town,2 BHK,1070,2.0,46.0
Madurdaha Hussainpur,2 BHK,1253,2.0,65.8
Belghoria,2 BHK,1190,2.0,60.0
Narendrapur,2 BHK,1312,2.0,55.0
N S C Bose Road  Narendrapur,2 BHK,750,2.0,40.0
Narendrapur,3 BHK,1615,3.0,115.0
New Town,2 BHK,1095,2.0,60.0
Rajarhat,3 BHK,1745,3.0,100.0
shalimar,2 BHK,1050,2.0,52.5
Lake Gardens,4 Bedroom,2080,4.0,440.0
E M Bypass,2 BHK,1220,2.0,44.6
Santoshpur,3 BHK,1793,3.0,98.0
Howrah,2 BHK,1100,1.0,45.0
Howrah,2 BHK,1385,2.0,65.0
Madhyamgram,2 BHK,1200,2.0,45.0
birati,3 BHK,2017,2.0,125.0
Behala Chowrasta,1 BHK,400,1.0,10.0
birati,3 BHK,1400,2.0,44.81
Biren Roy Road,2 BHK,960,2.0,33.0
Bramhapur,2 BHK,1125,2.0,47.0
Dum Dum,3 BHK,1551,2.0,60.0
Narendrapur,4 Bedroom,600,4.0,122.0
Madhyamgram,2 BHK,1246,2.0,67.4
Howrah,4 BHK,3200,4.0,224.0
New Town,2 BHK,1060,2.0,48.0
Uttarpara Kotrung,2 BHK,1384,2.0,59.0
Narendrapur,2 BHK,620,2.0,23.0
N S C Bose Road Narendrapur,2 BHK,1005,2.0,39.77
Rajarhat,3 Bedroom,1200,3.0,128.0
Howrah,3 BHK,1400,3.0,35.0
Tollygunge,3 BHK,2400,3.0,88.0
BADU ROAD,2 BHK,1096,2.0,39.0
Dum Dum,2 BHK,1180,1.0,50.0
Dum Dum,3 BHK,1300,2.0,47.0
Narendrapur,2 Bedroom,1020,2.0,62.0
Narendrapur,2 Bedroom,600,2.0,35.0
Rajpur,4 BHK,3563,6.0,310.0
Narendrapur,2 BHK,1165,2.0,47.0
New Town,3 BHK,1685,3.0,100.0
Prince Anwar Shah Connector,3 BHK,1580,3.0,53.56
Ultadanga,2 BHK,1210,2.0,83.0
Alipore,2 BHK,1030,1.0,25.75
Tangra,2 BHK,1100,2.0,43.5
Tangra,3 BHK,1255,3.0,77.68
Dum Dum Park,3 BHK,1482,3.0,86.0
Dum Dum,2 BHK,1344,2.0,108.0
